snapshot_date,scrape_run_id,watch_id,product_code,series,product_name,color,mrp,source_url,is_synthetic
2026-06-21,seed-2026-06-21,W030,OPP-BGP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,62000.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-10,seed-2026-05-10,W031,FUP-GBP-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,74000.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-17,seed-2026-05-17,W031,FUP-GBP-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,74000.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-24,seed-2026-05-24,W031,FUP-GBP-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,74000.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-31,seed-2026-05-31,W031,FUP-GBP-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,74000.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-06-07,seed-2026-06-07,W031,FUP-GBP-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,74000.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-06-14,seed-2026-06-14,W031,FUP-GBP-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,74000.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-06-21,seed-2026-06-21,W031,FUP-GBP-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,74000.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-10,seed-2026-05-10,W032,FUP-BGP-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,62075.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-17,seed-2026-05-17,W032,FUP-BGP-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,62075.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-24,seed-2026-05-24,W032,FUP-BGP-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,62075.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-31,seed-2026-05-31,W032,FUP-BGP-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,62075.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-06-07,seed-2026-06-07,W032,FUP-BGP-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,62075.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-06-14,seed-2026-06-14,W032,FUP-BGP-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,62075.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-06-21,seed-2026-06-21,W032,FUP-BGP-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,65000.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-10,seed-2026-05-10,W033,FUP-BCH-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Chrome,Black Chrome,62800.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-17,seed-2026-05-17,W033,FUP-BCH-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Chrome,Black Chrome,62800.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-24,seed-2026-05-24,W033,FUP-BCH-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Chrome,Black Chrome,62800.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-31,seed-2026-05-31,W033,FUP-BCH-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Chrome,Black Chrome,59346.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-06-07,seed-2026-06-07,W033,FUP-BCH-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Chrome,Black Chrome,59346.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-06-14,seed-2026-06-14,W033,FUP-BCH-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Chrome,Black Chrome,59346.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-06-21,seed-2026-06-21,W033,FUP-BCH-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Chrome,Black Chrome,62800.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-10,seed-2026-05-10,W034,FUP-BLM-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Matt,Black Matt,60916.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-17,seed-2026-05-17,W034,FUP-BLM-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Matt,Black Matt,60916.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-24,seed-2026-05-24,W034,FUP-BLM-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Matt,Black Matt,63742.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-31,seed-2026-05-31,W034,FUP-BLM-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Matt,Black Matt,63742.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-06-07,seed-2026-06-07,W034,FUP-BLM-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Matt,Black Matt,60602.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-06-14,seed-2026-06-14,W034,FUP-BLM-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Matt,Black Matt,60602.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-06-21,seed-2026-06-21,W034,FUP-BLM-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Matt,Black Matt,62800.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-10,seed-2026-05-10,W035,FUP-CHR-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Chrome,Chrome,45240.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-17,seed-2026-05-17,W035,FUP-CHR-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Chrome,Chrome,45240.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-24,seed-2026-05-24,W035,FUP-CHR-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Chrome,Chrome,45240.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-31,seed-2026-05-31,W035,FUP-CHR-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Chrome,Chrome,43500.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-06-07,seed-2026-06-07,W035,FUP-CHR-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Chrome,Chrome,43500.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-06-14,seed-2026-06-14,W035,FUP-CHR-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Chrome,Chrome,43500.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-06-21,seed-2026-06-21,W035,FUP-CHR-29121KPM,Fusion Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Chrome,Chrome,43500.00,https://www.jaquar.com/en/fusion-prime-exposed-parts-of-floor-mounted-single-lever-bath-mixer?Id=11766,TRUE
2026-05-10,seed-2026-05-10,W036,FUP-GBP-29125PM,Fusion Prime,Single Lever Wall Mixer 3-in-1 System - Gold Bright PVD,Gold Bright PVD,17828.50,https://www.jaquar.com/en/fusion-prime-single-lever-wall-mixer-3-in-1-system?Id=11770,TRUE
2026-05-17,seed-2026-05-17,W036,FUP-GBP-29125PM,Fusion Prime,Single Lever Wall Mixer 3-in-1 System - Gold Bright PVD,Gold Bright PVD,17828.50,https://www.jaquar.com/en/fusion-prime-single-lever-wall-mixer-3-in-1-system?Id=11770,TRUE
2026-05-24,seed-2026-05-24,W036,FUP-GBP-29125PM,Fusion Prime,Single Lever Wall Mixer 3-in-1 System - Gold Bright PVD,Gold Bright PVD,17828.50,https://www.jaquar.com/en/fusion-prime-single-lever-wall-mixer-3-in-1-system?Id=11770,TRUE
2026-05-31,seed-2026-05-31,W036,FUP-GBP-29125PM,Fusion Prime,Single Lever Wall Mixer 3-in-1 System - Gold Bright PVD,Gold Bright PVD,18733.50,https://www.jaquar.com/en/fusion-prime-single-lever-wall-mixer-3-in-1-system?Id=11770,TRUE
2026-06-07,seed-2026-06-07,W036,FUP-GBP-29125PM,Fusion Prime,Single Lever Wall Mixer 3-in-1 System - Gold Bright PVD,Gold Bright PVD,18733.50,https://www.jaquar.com/en/fusion-prime-single-lever-wall-mixer-3-in-1-system?Id=11770,TRUE
2026-06-14,seed-2026-06-14,W036,FUP-GBP-29125PM,Fusion Prime,Single Lever Wall Mixer 3-in-1 System - Gold Bright PVD,Gold Bright PVD,17828.50,https://www.jaquar.com/en/fusion-prime-single-lever-wall-mixer-3-in-1-system?Id=11770,TRUE
2026-06-21,seed-2026-06-21,W036,FUP-GBP-29125PM,Fusion Prime,Single Lever Wall Mixer 3-in-1 System - Gold Bright PVD,Gold Bright PVD,18100.00,https://www.jaquar.com/en/fusion-prime-single-lever-wall-mixer-3-in-1-system?Id=11770,TRUE
2026-05-10,seed-2026-05-10,W037,FUP-GBP-29117PM,Fusion Prime,Single Lever Wall Mixer - Gold Bright PVD,Gold Bright PVD,17200.00,https://www.jaquar.com/en/fusion-prime-single-lever-wall-mixer-29117pm?Id=11758,TRUE
2026-05-17,seed-2026-05-17,W037,FUP-GBP-29117PM,Fusion Prime,Single Lever Wall Mixer - Gold Bright PVD,Gold Bright PVD,17200.00,https://www.jaquar.com/en/fusion-prime-single-lever-wall-mixer-29117pm?Id=11758,TRUE
2026-05-24,seed-2026-05-24,W037,FUP-GBP-29117PM,Fusion Prime,Single Lever Wall Mixer - Gold Bright PVD,Gold Bright PVD,17200.00,https://www.jaquar.com/en/fusion-prime-single-lever-wall-mixer-29117pm?Id=11758,TRUE
2026-05-31,seed-2026-05-31,W037,FUP-GBP-29117PM,Fusion Prime,Single Lever Wall Mixer - Gold Bright PVD,Gold Bright PVD,17200.00,https://www.jaquar.com/en/fusion-prime-single-lever-wall-mixer-29117pm?Id=11758,TRUE
2026-06-07,seed-2026-06-07,W037,FUP-GBP-29117PM,Fusion Prime,Single Lever Wall Mixer - Gold Bright PVD,Gold Bright PVD,17200.00,https://www.jaquar.com/en/fusion-prime-single-lever-wall-mixer-29117pm?Id=11758,TRUE
2026-06-14,seed-2026-06-14,W037,FUP-GBP-29117PM,Fusion Prime,Single Lever Wall Mixer - Gold Bright PVD,Gold Bright PVD,17200.00,https://www.jaquar.com/en/fusion-prime-single-lever-wall-mixer-29117pm?Id=11758,TRUE
2026-06-21,seed-2026-06-21,W037,FUP-GBP-29117PM,Fusion Prime,Single Lever Wall Mixer - Gold Bright PVD,Gold Bright PVD,17200.00,https://www.jaquar.com/en/fusion-prime-single-lever-wall-mixer-29117pm?Id=11758,TRUE
2026-05-10,seed-2026-05-10,W038,ALI-ABR-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,68569.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-17,seed-2026-05-17,W038,ALI-ABR-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,68569.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-24,seed-2026-05-24,W038,ALI-ABR-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,68569.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-31,seed-2026-05-31,W038,ALI-ABR-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,68569.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-06-07,seed-2026-06-07,W038,ALI-ABR-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,68569.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-06-14,seed-2026-06-14,W038,ALI-ABR-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,68569.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-06-21,seed-2026-06-21,W038,ALI-ABR-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,71800.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-10,seed-2026-05-10,W039,ALI-ACR-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,71800.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-17,seed-2026-05-17,W039,ALI-ACR-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,71800.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-24,seed-2026-05-24,W039,ALI-ACR-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,71800.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-31,seed-2026-05-31,W039,ALI-ACR-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,67851.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-06-07,seed-2026-06-07,W039,ALI-ACR-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,67851.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-06-14,seed-2026-06-14,W039,ALI-ACR-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,67851.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-06-21,seed-2026-06-21,W039,ALI-ACR-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,71800.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-10,seed-2026-05-10,W040,ALI-GRF-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,69646.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-17,seed-2026-05-17,W040,ALI-GRF-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,69646.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-24,seed-2026-05-24,W040,ALI-GRF-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,72877.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-31,seed-2026-05-31,W040,ALI-GRF-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,72877.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-06-07,seed-2026-06-07,W040,ALI-GRF-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,69287.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-06-14,seed-2026-06-14,W040,ALI-GRF-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,69287.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-06-21,seed-2026-06-21,W040,ALI-GRF-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,71800.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-10,seed-2026-05-10,W041,ALI-SSF-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,74672.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-17,seed-2026-05-17,W041,ALI-SSF-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,74672.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-24,seed-2026-05-24,W041,ALI-SSF-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,74672.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-31,seed-2026-05-31,W041,ALI-SSF-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,71800.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-06-07,seed-2026-06-07,W041,ALI-SSF-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,71800.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-06-14,seed-2026-06-14,W041,ALI-SSF-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,71800.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-06-21,seed-2026-06-21,W041,ALI-SSF-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,71800.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-10,seed-2026-05-10,W042,ALI-BCH-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Chrome,Black Chrome,61858.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-17,seed-2026-05-17,W042,ALI-BCH-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Chrome,Black Chrome,61858.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-24,seed-2026-05-24,W042,ALI-BCH-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Chrome,Black Chrome,61858.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-31,seed-2026-05-31,W042,ALI-BCH-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Chrome,Black Chrome,64998.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-06-07,seed-2026-06-07,W042,ALI-BCH-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Chrome,Black Chrome,64998.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-06-14,seed-2026-06-14,W042,ALI-BCH-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Chrome,Black Chrome,61858.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-06-21,seed-2026-06-21,W042,ALI-BCH-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Chrome,Black Chrome,62800.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-10,seed-2026-05-10,W043,ALI-BLM-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Matt,Black Matt,62800.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-17,seed-2026-05-17,W043,ALI-BLM-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Matt,Black Matt,62800.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-24,seed-2026-05-24,W043,ALI-BLM-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Matt,Black Matt,62800.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-31,seed-2026-05-31,W043,ALI-BLM-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Matt,Black Matt,62800.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-06-07,seed-2026-06-07,W043,ALI-BLM-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Matt,Black Matt,62800.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-06-14,seed-2026-06-14,W043,ALI-BLM-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Matt,Black Matt,62800.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-06-21,seed-2026-06-21,W043,ALI-BLM-85121K,Alive,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Black Matt,Black Matt,62800.00,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-4?Id=5950,TRUE
2026-05-10,seed-2026-05-10,W044,LAG-GBP-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,108201.50,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-05-17,seed-2026-05-17,W044,LAG-GBP-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,108201.50,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-05-24,seed-2026-05-24,W044,LAG-GBP-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,108201.50,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-05-31,seed-2026-05-31,W044,LAG-GBP-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,108201.50,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-06-07,seed-2026-06-07,W044,LAG-GBP-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,108201.50,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
2026-06-14,seed-2026-06-14,W044,LAG-GBP-91121K,Laguna,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,108201.50,https://www.jaquar.com/en/exposed-parts-of-floor-mounted-single-lever-bath-mixer-13?Id=10167,TRUE
